checkpoint_steps,command_vx,mean_actual_vx,mae,rmse,resets
1000000,0.2,0.2041496407773744,0.04190282864547593,0.05207290908036333,0
1000000,0.4,0.37921826028947253,0.050015316328558906,0.06331426698932449,0
1000000,0.6,0.571328543823875,0.04766314876150411,0.06046498160690344,0
2000000,0.2,0.20618186313381195,0.044250632995428314,0.05522938003862688,0
2000000,0.4,0.4141438987060626,0.049005251816950486,0.06060250561032039,0
2000000,0.6,0.5780123854648345,0.045481067600035285,0.05836673820334373,0
3000000,0.2,0.21103667964459935,0.04241421320576669,0.053802167638233714,0
3000000,0.4,0.3983908113547108,0.047085705875669494,0.059625052176749654,0
3000000,0.6,0.5706430069378908,0.04982098410165255,0.0621652779084728,0
4000000,0.2,0.1837664062965873,0.05231277731326425,0.06418936956008747,0
4000000,0.4,0.384924627640455,0.05799589459402274,0.07336805358352862,0
4000000,0.6,0.5511492755682459,0.06247561053783199,0.07588067830259665,0
5000000,0.2,0.19109675721437505,0.052966243267336836,0.06711580418930949,0
5000000,0.4,0.3649822253556422,0.0685988011164565,0.09073954564987766,0
5000000,0.6,0.5419158219973318,0.0714559759800262,0.08937376878780694,0
