time_s,command_vx,command_vy,command_wz,actual_vx,actual_vy,actual_wz,base_z,reward,terminated,episode
0.0,0.0,0.0,0.0,0.009666334020984322,0.031069063047879226,-0.10366953402410066,0.2772993037177916,0.0,0,0
0.02,0.0,0.0,0.0,0.03247344310353325,-0.02035794815088122,0.28953127762697095,0.2703525219644427,0.0,0,0
0.04,0.0,0.0,0.0,-0.0333611411349598,0.017808883302313228,-0.08214528150775327,0.26023828560034584,0.0,0,0
0.06,0.0,0.0,0.0,0.01688735959246142,-0.0147741694303713,0.3622788308482206,0.24564672407914465,0.0,0,0
0.08,0.0,0.0,0.0,-0.0522119689758723,0.0007815036910152515,-0.1408242841735467,0.22766946651491277,0.0,0,0
0.1,0.0,0.0,0.0,-0.03533567252441086,-0.04067799044227818,-0.03194875278763272,0.20544490214260652,0.0,0,0
0.12,0.0,0.0,0.0,-0.07261208241381632,-0.005010103225914902,-0.4674797825146449,0.17952648774039698,0.0,0,0
0.14,0.0,0.0,0.0,-0.022903224454867383,-0.031349931045668966,0.041080644616705214,0.1496376323391509,0.0,0,0
0.16,0.0,0.0,0.0,-0.0668317988363358,-0.026984586026638974,-0.6425153006041074,0.13743377939228502,0.0,0,0
0.18,0.0,0.0,0.0,-0.039352148287765946,0.06470898309146779,0.12576609497939115,0.1392156313047365,0.0,0,0
0.2,0.0,0.0,0.0,0.01550563728401777,0.04373561362524275,-0.1450711339285257,0.14501872900706772,0.0,0,0
0.22,0.0,0.0,0.0,0.0029234409550928744,-0.005337901952635787,-0.25509406172292953,0.15127142072961822,0.0,0,0
0.24,0.0,0.0,0.0,0.032130888255156476,0.03171634930544921,0.16500242553493907,0.1564596155020914,0.0,0,0
0.26,0.0,0.0,0.0,0.022153099813885524,0.053397976989266904,-0.39470418735367796,0.15849538798292398,0.0,0,0
0.28,0.0,0.0,0.0,0.00596404907816029,0.014995810478894579,-0.35846774695174516,0.15737563139328303,0.0,0,0
0.3,0.0,0.0,0.0,-0.013186076665596659,0.0379231253660222,0.0026825849409662177,0.15631940482462,0.0,0,0
