tag,step,wall_time,value
rollout/ep_len_mean,9240576,1783858405.289565,682.4000244
rollout/ep_len_mean,9273344,1783858410.128355,785.210022
rollout/ep_len_mean,9306112,1783858415.299186,732.0900269
rollout/ep_len_mean,9338880,1783858420.309191,672.2800293
rollout/ep_len_mean,9371648,1783858425.256649,706.3900146
rollout/ep_len_mean,9404416,1783858430.272268,764.289978
rollout/ep_len_mean,9437184,1783858435.054143,760.5700073
rollout/ep_len_mean,9469952,1783858440.037328,703.7700195
rollout/ep_len_mean,9502720,1783858444.819087,729.5599976
rollout/ep_len_mean,9535488,1783858449.681225,772.4500122
rollout/ep_len_mean,9568256,1783858454.586444,778.3099976
rollout/ep_len_mean,9601024,1783858459.365635,745.2800293
rollout/ep_len_mean,9633792,1783858464.301673,799.460022
rollout/ep_len_mean,9666560,1783858469.164543,725.5800171
rollout/ep_len_mean,9699328,1783858473.873037,701.5900269
rollout/ep_len_mean,9732096,1783858478.575751,726.0100098
rollout/ep_len_mean,9764864,1783858483.372222,732.5100098
rollout/ep_len_mean,9797632,1783858488.073523,749.2999878
rollout/ep_len_mean,9830400,1783858492.904765,760.1699829
rollout/ep_len_mean,9863168,1783858497.759480,736.0100098
rollout/ep_len_mean,9895936,1783858502.633725,723.1599731
rollout/ep_len_mean,9928704,1783858507.406158,717.9799805
rollout/ep_len_mean,9961472,1783858512.183596,780.25
rollout/ep_len_mean,9994240,1783858516.884789,706.5599976
rollout/ep_len_mean,10027008,1783858521.626830,717.3400269
rollout/ep_len_mean,10059776,1783858526.520463,712.039978
rollout/ep_len_mean,10092544,1783858531.447026,691.2000122
rollout/ep_len_mean,10125312,1783858536.228214,718.6599731
rollout/ep_len_mean,10158080,1783858541.049685,751.3400269
rollout/ep_len_mean,10190848,1783858545.749615,747
rollout/ep_len_mean,10223616,1783858550.550421,716.4000244
rollout/ep_len_mean,10256384,1783858555.713273,749.2999878
rollout/ep_len_mean,10289152,1783858561.125243,759.7299805
rollout/ep_len_mean,10321920,1783858565.845678,772
rollout/ep_len_mean,10354688,1783858570.558721,745.5300293
rollout/ep_len_mean,10387456,1783858575.319398,718.2399902
rollout/ep_len_mean,10420224,1783858580.310853,726.7999878
rollout/ep_len_mean,10452992,1783858585.961603,697.5599976
rollout/ep_len_mean,10485760,1783858591.044585,638.4799805
rollout/ep_len_mean,10518528,1783858596.123461,684.2800293
rollout/ep_len_mean,10551296,1783858601.246824,746.0100098
rollout/ep_len_mean,10584064,1783858606.379306,765.5200195
rollout/ep_len_mean,10616832,1783858611.643347,811.8800049
rollout/ep_len_mean,10649600,1783858616.852129,737.1300049
rollout/ep_len_mean,10682368,1783858621.905816,702.4000244
rollout/ep_len_mean,10715136,1783858626.836248,738.4899902
rollout/ep_len_mean,10747904,1783858631.843627,734.039978
rollout/ep_len_mean,10780672,1783858636.884895,748.1199951
rollout/ep_len_mean,10813440,1783858641.940182,699.3499756
rollout/ep_len_mean,10846208,1783858646.978943,633.25
rollout/ep_len_mean,10878976,1783858651.952502,696.5
rollout/ep_len_mean,10911744,1783858657.181300,703.0800171
rollout/ep_len_mean,10944512,1783858662.286600,766.25
rollout/ep_len_mean,10977280,1783858667.319954,780.5100098
rollout/ep_len_mean,11010048,1783858672.524193,750.289978
rollout/ep_len_mean,11042816,1783858678.519952,719.210022
rollout/ep_len_mean,11075584,1783858683.584205,732.210022
rollout/ep_len_mean,11108352,1783858689.265467,752.9199829
rollout/ep_len_mean,11141120,1783858694.618013,787.6199951
rollout/ep_len_mean,11173888,1783858699.744105,739.9799805
rollout/ep_len_mean,11206656,1783858704.808362,684.5800171
rollout/ep_len_mean,11239424,1783858709.958326,691.789978
rollout/ep_len_mean,11272192,1783858714.910496,699.9099731
rollout/ep_len_mean,11304960,1783858719.796551,681.5300293
rollout/ep_len_mean,11337728,1783858724.899073,685.0200195
rollout/ep_len_mean,11370496,1783858730.034888,733.5499878
rollout/ep_len_mean,11403264,1783858735.162806,732.8400269
rollout/ep_len_mean,11436032,1783858740.202859,664.1300049
rollout/ep_len_mean,11468800,1783858745.073270,705.0999756
rollout/ep_len_mean,11501568,1783858749.975048,727.4699707
rollout/ep_len_mean,11534336,1783858754.842014,740.3699951
rollout/ep_len_mean,11567104,1783858759.528485,728.9899902
rollout/ep_len_mean,11599872,1783858764.213074,709.4400024
rollout/ep_len_mean,11632640,1783858769.051826,701
rollout/ep_len_mean,11665408,1783858773.777691,745.4699707
rollout/ep_len_mean,11698176,1783858778.557982,760.4699707
rollout/ep_len_mean,11730944,1783858783.254853,767.2299805
rollout/ep_len_mean,11763712,1783858788.016213,779.6799927
rollout/ep_len_mean,11796480,1783858792.806899,806.1099854
rollout/ep_len_mean,11829248,1783858797.778811,734.0999756
rollout/ep_len_mean,11862016,1783858802.563614,679.7000122
rollout/ep_len_mean,11894784,1783858807.413124,708.4099731
rollout/ep_len_mean,11927552,1783858812.172744,700.3499756
rollout/ep_len_mean,11960320,1783858817.041967,746.2600098
rollout/ep_len_mean,11993088,1783858821.805036,755.0800171
rollout/ep_len_mean,12025856,1783858826.624759,763.3200073
rollout/ep_len_mean,12058624,1783858831.348302,753.6500244
rollout/ep_len_mean,12091392,1783858836.359162,760.3599854
rollout/ep_len_mean,12124160,1783858841.234071,811.289978
rollout/ep_len_mean,12156928,1783858846.124837,781.0800171
rollout/ep_len_mean,12189696,1783858850.961144,742.6099854
rollout/ep_len_mean,12222464,1783858855.754063,744.5599976
rollout/ep_len_mean,12255232,1783858860.549982,777.0700073
rollout/ep_len_mean,12288000,1783858865.761498,764.25
rollout/ep_len_mean,12320768,1783858871.498918,679.4899902
rollout/ep_len_mean,12353536,1783858876.820829,679.4199829
rollout/ep_len_mean,12386304,1783858881.869062,655.6500244
rollout/ep_len_mean,12419072,1783858886.676968,658.9899902
rollout/ep_len_mean,12451840,1783858891.502850,697.289978
rollout/ep_len_mean,12484608,1783858896.345131,684.8400269
rollout/ep_len_mean,12517376,1783858901.148179,667.8800049
rollout/ep_len_mean,12550144,1783858905.972994,716.2399902
rollout/ep_len_mean,12582912,1783858910.699345,766.7399902
rollout/ep_len_mean,12615680,1783858915.421792,713.8599854
rollout/ep_len_mean,12648448,1783858920.261463,674.1099854
rollout/ep_len_mean,12681216,1783858925.099930,728.3800049
rollout/ep_len_mean,12713984,1783858929.930734,772.1400146
rollout/ep_len_mean,12746752,1783858934.847633,747.8800049
rollout/ep_len_mean,12779520,1783858939.729868,710.7999878
rollout/ep_len_mean,12812288,1783858944.299806,787.9799805
rollout/ep_len_mean,12845056,1783858948.965518,797.0599976
rollout/ep_len_mean,12877824,1783858953.596066,734.5300293
rollout/ep_len_mean,12910592,1783858958.214106,738.75
rollout/ep_len_mean,12943360,1783858962.854219,771.0100098
rollout/ep_len_mean,12976128,1783858967.535505,779.7000122
rollout/ep_len_mean,13008896,1783858972.187175,769.9199829
rollout/ep_len_mean,13041664,1783858977.247265,751.3699951
rollout/ep_len_mean,13074432,1783858982.388525,743.9799805
rollout/ep_len_mean,13107200,1783858987.334238,731.3200073
rollout/ep_len_mean,13139968,1783858993.007592,678.2999878
rollout/ep_len_mean,13172736,1783858998.101969,663.0100098
rollout/ep_len_mean,13205504,1783859002.777957,725.75
rollout/ep_len_mean,13238272,1783859007.469540,773.789978
rollout/ep_len_mean,13271040,1783859012.261327,777.9099731
rollout/ep_len_mean,13303808,1783859017.246677,792.9400024
rollout/ep_len_mean,13336576,1783859022.185235,859.039978
rollout/ep_len_mean,13369344,1783859026.897460,828.4000244
rollout/ep_len_mean,13402112,1783859031.595548,789.3699951
rollout/ep_len_mean,13434880,1783859036.393898,772.8200073
rollout/ep_len_mean,13467648,1783859041.085605,712.7199707
rollout/ep_len_mean,13500416,1783859045.786855,703.7999878
rollout/ep_len_mean,13533184,1783859050.477883,674.039978
rollout/ep_len_mean,13565952,1783859055.151952,699.3400269
rollout/ep_len_mean,13598720,1783859059.840905,724.2199707
rollout/ep_len_mean,13631488,1783859064.499197,773.1900024
rollout/ep_len_mean,13664256,1783859069.191096,735.2999878
rollout/ep_len_mean,13697024,1783859073.861590,728.75
rollout/ep_len_mean,13729792,1783859078.547190,759.5499878
rollout/ep_len_mean,13762560,1783859083.252342,803.3400269
rollout/ep_len_mean,13795328,1783859087.935114,762.9299927
rollout/ep_len_mean,13828096,1783859092.705651,763.789978
rollout/ep_len_mean,13860864,1783859097.593710,760.2000122
rollout/ep_len_mean,13893632,1783859102.348636,741.5200195
rollout/ep_len_mean,13926400,1783859107.026611,717.7700195
rollout/ep_len_mean,13959168,1783859111.743885,703.6799927
rollout/ep_len_mean,13991936,1783859116.460529,739.6300049
rollout/ep_len_mean,14024704,1783859121.176340,759.8900146
rollout/ep_len_mean,14057472,1783859125.861409,774.2700195
rollout/ep_len_mean,14090240,1783859130.844338,774.1199951
rollout/ep_len_mean,14123008,1783859135.887815,724.5800171
rollout/ep_len_mean,14155776,1783859140.711147,715.6099854
rollout/ep_len_mean,14188544,1783859145.445657,768.789978
rollout/ep_len_mean,14221312,1783859150.227643,763.7700195
rollout/ep_len_mean,14254080,1783859154.979534,776.210022
rollout/ep_len_mean,14286848,1783859159.926252,734.5900269
rollout/ep_len_mean,14319616,1783859164.928180,734.8900146
rollout/ep_len_mean,14352384,1783859169.617941,738.8099976
rollout/ep_len_mean,14385152,1783859174.400969,768.0599976
rollout/ep_len_mean,14417920,1783859179.110116,833.8400269
rollout/ep_len_mean,14450688,1783859183.816323,805.6300049
rollout/ep_len_mean,14483456,1783859188.545032,751.7700195
rollout/ep_len_mean,14516224,1783859193.538266,686.4400024
rollout/ep_len_mean,14548992,1783859199.106754,683.8900146
rollout/ep_len_mean,14581760,1783859203.872166,739.4199829
rollout/ep_len_mean,14614528,1783859208.713754,787.5300293
rollout/ep_len_mean,14647296,1783859213.403914,740.460022
rollout/ep_len_mean,14680064,1783859218.304501,770.4500122
rollout/ep_len_mean,14712832,1783859222.994093,799.5
rollout/ep_len_mean,14745600,1783859227.691802,781.6699829
rollout/ep_len_mean,14778368,1783859232.358924,779.6400146
rollout/ep_len_mean,14811136,1783859237.047439,771.2399902
rollout/ep_len_mean,14843904,1783859241.726420,724.7800293
rollout/ep_len_mean,14876672,1783859246.408933,744.7299805
rollout/ep_len_mean,14909440,1783859251.068770,799.0200195
rollout/ep_len_mean,14942208,1783859255.734078,812.3499756
rollout/ep_len_mean,14974976,1783859260.429871,772.0999756
rollout/ep_len_mean,15007744,1783859265.079463,765.789978
rollout/ep_len_mean,15040512,1783859269.736401,695.5
rollout/ep_len_mean,15073280,1783859274.393348,729.9000244
rollout/ep_len_mean,15106048,1783859279.289550,744.6400146
rollout/ep_len_mean,15138816,1783859283.957135,760.2999878
rollout/ep_len_mean,15171584,1783859288.873679,777.6099854
rollout/ep_len_mean,15204352,1783859293.899096,793.3300171
rollout/ep_len_mean,15237120,1783859298.642144,735.8900146
rollout/ep_len_mean,15269888,1783859303.483680,700.2700195
rollout/ep_len_mean,15302656,1783859308.339108,739.789978
rollout/ep_len_mean,15335424,1783859313.043832,728.4299927
rollout/ep_len_mean,15368192,1783859317.827411,673.4299927
rollout/ep_len_mean,15400960,1783859322.448026,746.960022
