time_s,command_vx,command_vy,command_wz,actual_vx,actual_vy,actual_wz,base_z,reward,terminated,episode
0.0,0.0,0.0,0.0,-0.005776567718526838,-0.0017350666560225626,-0.2948173236069244,0.27759156270603585,0.0,0,0
0.02,0.0,0.0,0.0,-0.015123027035629085,-0.027629853558675834,0.5968140961686913,0.27126599933080353,0.0,0,0
0.04,0.0,0.0,0.0,-0.07764032752462813,-0.011900424197483422,0.38991266475867076,0.26140721102943737,0.0,0,0
0.06,0.0,0.0,0.0,-0.027524303339655994,-0.014941680986314489,0.10183550039131493,0.2471907982289328,0.0,0,0
0.08,0.0,0.0,0.0,-0.002491095551814626,-0.0004765421968065451,-0.5522837199677912,0.2289186687750756,0.0,0,0
0.1,0.0,0.0,0.0,0.00816188198611781,-0.0213735705326718,-0.2592112852730685,0.20629183556088887,0.0,0,0
0.12,0.0,0.0,0.0,-0.08297149418079969,-0.035852628180383345,0.06916997551977808,0.1802274868501102,0.0,0,0
0.14,0.0,0.0,0.0,-0.010138917401248594,-0.035099537069632945,0.02893686532283889,0.1532863960817669,0.0,0,0
0.16,0.0,0.0,0.0,0.27418846185800216,0.04463748591742346,0.857382113679195,0.14309807362789917,0.0,0,0
0.18,0.0,0.0,0.0,0.06469032963451211,0.05295738363180256,-0.8264495127529917,0.1452196024282864,0.0,0,0
0.2,0.0,0.0,0.0,0.04644116694045517,0.006953144194303691,-0.6537258602163026,0.15216160665073755,0.0,0,0
0.22,0.0,0.0,0.0,0.004784157438503266,-0.024934504988498758,-0.32328080827505434,0.1589786543155192,0.0,0,0
0.24,0.0,0.0,0.0,0.022261296305093683,-0.037105976388415125,0.3871536455580453,0.16349811357952984,0.0,0,0
0.26,0.0,0.0,0.0,0.06282363790353705,-0.06962205655397373,-0.4874208643495101,0.1657576266082341,0.0,0,0
0.28,0.0,0.0,0.0,0.008341827885940987,-0.062123249005437524,0.30276678639530635,0.16526688085783767,0.0,0,0
0.3,0.0,0.0,0.0,-0.0426265661392061,-0.07639102225408971,-0.17040378613177934,0.16229573434913738,0.0,0,0
0.32,0.0,0.0,0.0,0.00207020809489584,-0.06516062296047989,0.046480755300834266,0.157731219074723,0.0,0,0
0.34,0.0,0.0,0.0,0.1378289864785218,0.00643641189928827,-0.7743906810030191,0.15734905016121478,0.0,0,0
0.36,0.0,0.0,0.0,0.16155904858735018,-0.06640589452329751,0.5735787977323398,0.15975779074610597,0.0,0,0
0.38,0.0,0.0,0.0,0.11164069564210544,-0.08932343961083382,1.2512762720679003,0.1617023700652005,0.0,0,0
0.4,0.0,0.0,0.0,0.06942596989378358,-0.15975041924907657,0.49885456446925963,0.16221432666734936,0.0,0,0
0.42,0.0,0.0,0.0,-0.034177946116485926,-0.11190432502350325,0.795637327621306,0.1625888144687824,0.0,0,0
0.44,0.0,0.0,0.0,0.020477941816167418,-0.14596864787102115,0.9479092204469994,0.16132474004987046,0.0,0,0
0.46,0.0,0.0,0.0,-0.03238109356550091,-0.15790592639493561,0.3398992461395037,0.15740544506213552,0.0,0,0
0.48,0.0,0.0,0.0,0.027611571256902744,0.027354727220010686,-0.4918826518851924,0.15406188565468085,0.0,0,0
0.5,0.0,0.0,0.0,0.05654082474531435,0.025145697804126343,0.41123040588518023,0.15279816669210863,0.0,0,0
0.52,0.0,0.0,0.0,0.06713937042075743,0.18486642845356416,1.4895017417493066,0.15311829252181525,0.0,0,0
0.54,0.0,0.0,0.0,0.11338232033376817,0.22885644135076408,0.8115102716194191,0.1559074380486,0.0,0,0
0.56,0.0,0.0,0.0,0.027340178508679532,0.20654321242187268,-1.3919170751160121,0.16033229306621516,0.0,0,0
0.58,0.0,0.0,0.0,-0.008122793579417,0.16528427597004097,0.33678937578473006,0.16501881013624364,0.0,0,0
0.6,0.0,0.0,0.0,0.01615784800695509,0.14567400101469608,0.44282041166915875,0.16790153788283993,0.0,0,0
0.62,0.0,0.0,0.0,-0.024219067253121892,0.08075842502413555,0.1429232653657199,0.1686928189501397,0.0,0,0
0.64,0.0,0.0,0.0,-0.04567231550129776,0.06220861029141108,-0.5547774060958718,0.16720134494453495,0.0,0,0
0.66,0.0,0.0,0.0,-0.09556476810060915,0.02913434375788261,0.6833117820826112,0.16758832343996014,0.0,0,0
0.68,0.0,0.0,0.0,-0.1034389713629269,-0.01298973513924371,0.2435472928155693,0.16958433286673422,0.0,0,0
0.7000000000000001,0.0,0.0,0.0,-0.022509523040995016,0.02008422736612449,0.09772069208610928,0.17003877310667778,0.0,0,0
0.72,0.0,0.0,0.0,-0.06588131758415887,0.052188807257695154,-0.48961544039560945,0.16805233311599888,0.0,0,0
0.74,0.0,0.0,0.0,-0.09047229612318564,0.025964157070600485,-0.1853927736680181,0.1634112999931078,0.0,0,0
0.76,0.0,0.0,0.0,-0.14852186517089308,-0.0013728446556366515,-0.11503843301693283,0.15700721482275046,0.0,0,0
0.78,0.0,0.0,0.0,-0.10403441906414783,0.10716150617116844,-0.8507605676993683,0.15174555422042094,0.0,0,0
0.8,0.0,0.0,0.0,-0.05702478706580862,0.0756421734452355,0.25058744949350287,0.14969338748569952,0.0,0,0
0.8200000000000001,0.0,0.0,0.0,-0.09907007330373069,0.041841685499239896,-0.6081212611074592,0.15047369257467103,0.0,0,0
0.84,0.0,0.0,0.0,-0.022003586512880726,0.03148439786095614,-0.4447608094109025,0.15235617122037687,0.0,0,0
0.86,0.0,0.0,0.0,-0.051900703629393675,-0.006438045039028145,-0.2653946242830687,0.1561266008498342,0.0,0,0
0.88,0.0,0.0,0.0,0.00280897634014025,-0.08094671109933849,0.5783822996901863,0.1595657319554234,0.0,0,0
0.9,0.0,0.0,0.0,0.06410142956004136,-0.05050441121360349,-0.04435081398958097,0.16195602405142465,0.0,0,0
0.92,0.0,0.0,0.0,0.02708792670601882,-0.06427437441967622,0.19852897528532948,0.16152879126767405,0.0,0,0
0.9400000000000001,0.0,0.0,0.0,-0.03695150478536101,-0.07632562036865673,0.789818790063615,0.15899901461914628,0.0,0,0
0.96,0.0,0.0,0.0,0.029632934204440325,-0.06773857384815941,-0.16143873010227966,0.15517299945998406,0.0,0,0
0.98,0.0,0.0,0.0,0.06785526818722809,-0.011404571484492858,-0.4927462393388182,0.15411003548295854,0.0,0,0
1.0,0.0,0.0,0.0,0.03255154124015648,0.08768834696397722,-0.2790468396846873,0.15711223501884314,0.0,0,0
1.02,0.0,0.0,0.0,0.14091666809418968,0.10010003992098758,-0.894697532497486,0.15936837974230864,0.0,0,0
1.04,0.0,0.0,0.0,0.0891067990803493,0.023971747111174172,-1.0234646816067452,0.15985433689007453,0.0,0,0
1.06,0.0,0.0,0.0,0.02464625395764718,-0.0037681308875720785,0.17895961556410495,0.15919273245663176,0.0,0,0
1.08,0.0,0.0,0.0,-0.012151061558893742,-0.044080005852432796,0.7457385776156632,0.15809402428336944,0.0,0,0
1.1,0.0,0.0,0.0,-0.07505805845607438,-0.11554080726801692,-0.11066589395418142,0.15640186114433166,0.0,0,0
1.12,0.0,0.0,0.0,-0.00954280269951413,-0.08166246250832733,-0.26285675998670355,0.15646319951613458,0.0,0,0
1.1400000000000001,0.0,0.0,0.0,-0.03281091596279285,-0.06524303018972451,-0.26573659543515593,0.15619312637551702,0.0,0,0
1.16,0.0,0.0,0.0,-0.08198622831820762,-0.04559000323417242,0.012496113306115556,0.15452294309931824,0.0,0,0
1.18,0.0,0.0,0.0,0.04806662242724451,0.03109723263252915,-0.3112134837948104,0.15515550083061053,0.0,0,0
1.2,0.0,0.0,0.0,0.13031614649115228,0.07699257672122033,-0.9454151656494426,0.1579973609720537,0.0,0,0
1.22,0.0,0.0,0.0,0.17399892523555252,0.020545422546918338,0.464694647038225,0.16124468532364883,0.0,0,0
1.24,0.0,0.0,0.0,0.17252636868561488,0.013744581004025019,-0.6231182664485719,0.16418889708196172,0.0,0,0
1.26,0.0,0.0,0.0,0.13570466286445226,-0.05582236482759036,0.014742495478663149,0.16544010674885393,0.0,0,0
1.28,0.0,0.0,0.0,0.005077592415528618,-0.07604473155501,-0.8316078409247675,0.1655324433328015,0.0,0,0
1.3,0.0,0.0,0.0,0.07457111137772802,-0.09033370999122842,-0.46387482252582235,0.1654645361135836,0.0,0,0
1.32,0.0,0.0,0.0,0.02720082572312047,-0.016421440816360006,0.8068670266025144,0.16389652268887897,0.0,0,0
1.34,0.0,0.0,0.0,0.05468276060284791,0.005391302772946682,-0.3833801363064727,0.16047896961943348,0.0,0,0
1.36,0.0,0.0,0.0,-0.06639360171670405,0.01538371959317886,-0.5429980056094542,0.1578195532721687,0.0,0,0
1.3800000000000001,0.0,0.0,0.0,-0.051190456492131865,0.06752871363231537,-0.8646886417371127,0.15546561472235434,0.0,0,0
1.4000000000000001,0.0,0.0,0.0,0.10580592743551784,0.1257685299243126,0.09502337283913402,0.1548846368667832,0.0,0,0
1.42,0.0,0.0,0.0,0.02147966015140915,0.14235909285174533,-0.537079981571133,0.1567899877485742,0.0,0,0
1.44,0.0,0.0,0.0,0.0696081795821082,0.15295984342720065,0.5261371081881193,0.1587925731003574,0.0,0,0
1.46,0.0,0.0,0.0,-0.031200835478201194,0.0970535653837375,-1.118496617898977,0.1619032661943632,0.0,0,0
1.48,0.0,0.0,0.0,-0.016337340646931257,0.11469940323299105,0.6354207619789509,0.1644694611663131,0.0,0,0
1.5,0.0,0.0,0.0,-0.0928348574826397,0.018114818996037303,0.052076327675277055,0.16519834181648468,0.0,0,0
1.52,0.0,0.0,0.0,-0.11558084914428125,-0.01720097328306262,0.7565185187754644,0.16407283191405675,0.0,0,0
1.54,0.0,0.0,0.0,-0.12271359621850585,-0.0917447405932946,-0.3092264568838978,0.16320213407493583,0.0,0,0
1.56,0.0,0.0,0.0,-0.12884906799733173,-0.12080167022327809,0.06983555781558223,0.16367836727019147,0.0,0,0
1.58,0.0,0.0,0.0,-0.12670896714066576,-0.12839095384265586,0.04201522948536266,0.1649952883592672,0.0,0,0
1.6,0.0,0.0,0.0,-0.15408457869730374,-0.1264334101766368,0.2958201946064464,0.1660033943282917,0.0,0,0
1.62,0.0,0.0,0.0,-0.10516662647459418,-0.1111215678865667,0.0038539936349438323,0.16543430210686907,0.0,0,0
1.6400000000000001,0.0,0.0,0.0,-0.09576773905951969,-0.07705253427160846,-0.2568295019193682,0.16249313366586135,0.0,0,0
1.6600000000000001,0.0,0.0,0.0,0.023066946278307392,-0.024144356386091262,-0.3394290752278526,0.16255315908954052,0.0,0,0
1.68,0.0,0.0,0.0,0.02558897362060525,0.042798351970351034,-0.5272192559846545,0.16469317874658493,0.0,0,0
1.7,0.0,0.0,0.0,0.12342835470412963,0.11958350951005184,-0.08707857307307731,0.16623234292850897,0.0,0,0
1.72,0.0,0.0,0.0,0.11347602560633499,-0.001816152705095979,-0.36300780736231714,0.16653887934656897,0.0,0,0
1.74,0.0,0.0,0.0,0.09819180396696098,-0.0036105310106234905,0.44939555218350663,0.16508365718072687,0.0,0,0
