checkpoint_steps,command_vx,mean_actual_vx,mae,rmse,resets
1000000,0.2,0.2645721983208207,0.0876229214179733,0.11251730691018706,0
1000000,0.4,0.40742509621379264,0.06636848753806698,0.08309655182818067,0
1000000,0.6,0.18729608319918986,0.4249156011775367,0.5182648352201837,30
2000000,0.2,0.24163201738055673,0.08170936758253351,0.10057043781492299,0
2000000,0.4,0.24648651815795006,0.17257620989713002,0.26960581715452925,16
2000000,0.6,0.028395622899973553,0.5716043771000265,0.612147456269244,40
3000000,0.2,0.24245846869402685,0.07760600827657814,0.09605376939396149,0
3000000,0.4,0.38780075020907945,0.07213935819874157,0.09009733066810041,0
3000000,0.6,0.3374511547416064,0.28006998748939393,0.40870982294774266,17
4000000,0.2,0.23809816397784223,0.07289949448425855,0.08945289602883862,0
4000000,0.4,0.4241538037832478,0.06834577510433913,0.08455856841603765,0
4000000,0.6,0.3134943104936611,0.29586171805855876,0.39864994975220597,17
5000000,0.2,0.24266562751046641,0.07404530843643212,0.09141882010368087,0
5000000,0.4,0.4265262248200221,0.06040605354561663,0.07913075933658693,0
5000000,0.6,0.5291096076471988,0.09114485783964589,0.15979320571936545,2
6000000,0.2,0.21342139649213612,0.06186192040594472,0.07779678256843253,0
6000000,0.4,0.41486999903947736,0.06421737993099892,0.07823734994159615,0
6000000,0.6,0.2914638416562671,0.31607872931871456,0.43029503649785567,22
7000000,0.2,0.21106582145263197,0.06697612692314374,0.08180361700283048,0
7000000,0.4,0.4233224388784795,0.06159166628337232,0.07603456521864405,0
7000000,0.6,0.5475960333851967,0.07639052102835674,0.09464377101926749,0
8000000,0.2,0.20803421012873563,0.060788288563757106,0.07718921603692327,0
8000000,0.4,0.40198951217849155,0.05719956731792562,0.07220746175024065,0
8000000,0.6,0.5760909777808411,0.05923787853319764,0.07839171912395286,0
