checkpoint_steps,command_vx,mean_actual_vx,mae,rmse,resets
1000000,0.2,0.17592240386928504,0.058403330670551756,0.07296590103039093,0
1000000,0.4,0.37111588504134324,0.06653183302606938,0.08111555210086674,0
1000000,0.6,0.5304430265498589,0.07655716449522541,0.09481176050778212,0
2000000,0.2,0.18419635409861476,0.04939210192419742,0.061634559875162885,0
2000000,0.4,0.34842606861028314,0.07442166232152005,0.09228582660181534,0
2000000,0.6,0.5164864107738898,0.09043502784048821,0.10762117228855912,0
3000000,0.2,0.15994148494870136,0.06739343409341489,0.0831332991227126,0
3000000,0.4,0.35440329297554857,0.06669832282228151,0.08190327748850051,0
3000000,0.6,0.5024993545889618,0.10585598984295444,0.12467531181601248,0
4000000,0.2,0.17959247249052354,0.06371716077208532,0.07694490064358657,0
4000000,0.4,0.35253786370580226,0.07138751815302048,0.08885173852664457,0
4000000,0.6,0.4903705314845029,0.11471007862434379,0.1298722538316365,0
5000000,0.2,0.18518579696475496,0.05842782029450804,0.07266404737189647,0
5000000,0.4,0.20284263092323065,0.20562474864743244,0.2502637611770403,12
5000000,0.6,0.49891012627265385,0.10286771678787825,0.12346366403492279,0
6000000,0.2,0.1695602656025207,0.061843496429324483,0.07638775808264495,0
6000000,0.4,0.3396279957241013,0.07657999756776997,0.09444002017519619,0
6000000,0.6,0.47621781626171544,0.12473955208987572,0.1459860637516603,0
7000000,0.2,0.16016284954728446,0.06546495383705543,0.0806210048442918,0
7000000,0.4,0.32414896250787323,0.0892761286600848,0.10871511718968319,0
7000000,0.6,0.499458522367929,0.10255293939523308,0.12152666437522988,0
8000000,0.2,0.16114783642522662,0.07319408575163557,0.08716918721743042,0
8000000,0.4,0.3119162473225995,0.10085496535082986,0.12144048962295008,0
8000000,0.6,0.4783786908022311,0.12209865961633065,0.13661783190520624,0
